Study_number,Authors,Title,Source,Volume,Issue,BP,EP,PubYear,Notes,Citations,DE,DLD,DOI,nonEnglish,Rank,SearchDate,SearchTerm,TF,UT,SN,Copy,DLD_count,DE_count,Requested
6947,"Gomez-Rey, Maria Xesus; Madeira, Manuel; Jesus Gonzalez-Prieto, Serafin; Coutinho, Joao",Soil C and N dynamics in a Mediterranean oak woodland with shrub encroachment,PLANT AND SOIL,371,1-2,339,354,2013,,1,N,Y,10.1007/s11104-013-1695-z,N,2,,,,WOS:000324882500025,0032-079X,,2786,2735,
6948,"Gong, Jinnan; Shurpali, Narasinha J.; Kellomaki, Seppo; Wang, Kaiyun; Zhang, Chao; Salam, Mir Md Abdus; Martikainen, Pertti J.","High sensitivity of peat moisture content to seasonal climate in a cutaway peatland cultivated with a perennial crop (Phalaris arundinaceae, L.): A modeling study",AGRICULTURAL AND FOREST METEOROLOGY,180,,225,235,2013,,1,,,10.1016/j.agrformet.2013.06.012,N,3,,,,WOS:000324511100023,0168-1923,,2786,2735,
6949,"Gonsamo, Alemu; Chen, Jing M.; Price, David T.; Kurz, Werner A.; Liu, Jane; Boisvenue, Celine; Hember, Robbie A.; Wu, Chaoyang; Chang, Kuo-Hsien",Improved assessment of gross and net primary productivity of Canada's landmass,JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES,118,4,1546,1560,2013,,2,,,10.1002/2013JG002388,N,3,,,,WOS:000329871400017,2169-8953,,2786,2735,
6950,"Gonzalez-Ubierna, S.; Jorge-Mardomingo, I.; Cruz, M. T.; Valverde, I.; Casermeiro, M. A.",Sewage Sludge Application in Mediterranean Agricultural soils: Effects of Dose on the Soil Carbon Cycle,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH,7,4,945,956,2013,,0,N,Y,,N,2,,,,WOS:000324606900015,1735-6865,,2787,2736,
6951,"Gorczyca, Z.; Kuc, T.; Rozanski, K.",CONCENTRATION OF RADIOCARBON IN SOIL-RESPIRED CO2 FLUX: DATA-MODEL COMPARISON FOR THREE DIFFERENT ECOSYSTEMS IN SOUTHERN POLAND,RADIOCARBON,55,2-3,1521,1532,2013,,0,N,Y,,N,2,,,,WOS:000325752100138,0033-8222,,2788,2737,
6952,"Gorka, M.; Lewicka-Szczebak, D.",One-year spatial and temporal monitoring of concentration and carbon isotopic composition of atmospheric CO2 in a Wroclaw (SW Poland) city area,APPLIED GEOCHEMISTRY,35,,7,13,2013,,2,,,10.1016/j.apgeochem.2013.05.010,N,3,,,,WOS:000322065800002,0883-2927,,2788,2737,
6953,"Graf, A.; Werner, J.; Langensiepen, M.; van de Boer, A.; Schmidt, M.; Kupisch, M.; Vereecken, H.",Validation of a minimum microclimate disturbance chamber for net ecosystem flux measurements,AGRICULTURAL AND FOREST METEOROLOGY,174,,1,14,2013,,1,N,Y,10.1016/j.agrformet.2013.02.001,N,2,,,,WOS:000318382900001,0168-1923,,2789,2738,
6954,"Granados-Chinchilla, Fabio; Arias-Andres, Maria; Rodriguez, Cesar",Tetracycline and 4-epitetracycline modified the in vitro catabolic activity and structure of a sediment microbial community from a tropical tilapia farm idiosyncratically,JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART B-PESTICIDES FOOD CONTAMINANTS AND AGRICULTURAL WASTES,48,4,291,301,2013,,0,,,10.1080/03601234.2013.743788,N,4,,,,WOS:000319171800009,0360-1234,,2789,2738,
6955,"Grandy, A. Stuart; Salam, Dure Shahwar; Wickings, Kyle; McDaniel, Marshall D.; Culman, Steve W.; Snapp, Sieglinde S.",Soil respiration and litter decomposition responses to nitrogen fertilization rate in no-till corn systems,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,179,,35,40,2013,,4,N,Y,10.1016/j.agee.2013.04.020,N,1,,,,WOS:000326667100005,0167-8809,,2790,2739,
6956,"Gravel, Valerie; Dorais, Martine; Menard, Claudine",Organic potted plants amended with biochar: its effect on growth and Pythium colonization,CANADIAN JOURNAL OF PLANT SCIENCE,93,6,1217,1227,2013,,0,,,10.4141/CJPS2013-315,N,3,,,,WOS:000328800400027,0008-4220,,2790,2739,
6957,"Griffis, Timothy J.",Tracing the flow of carbon dioxide and water vapor between the biosphere and atmosphere: A review of optical isotope techniques and their application,AGRICULTURAL AND FOREST METEOROLOGY,174,,85,109,2013,,9,,,10.1016/j.agrformet.2013.02.009,N,3,,,,WOS:000318382900007,0168-1923,,2790,2739,
6958,"Gronroos, Juha; Seppala, Jyri; Koskela, Sirkka; Kilpelainen, Antti; Leskinen, Pekka; Holma, Anne; Tuovinen, Juha-Pekka; Turunen, Jukka; Lind, Saara; Maljanen, Marja; Martikainen, Pertti J.",Life-cycle climate impacts of peat fuel: calculation methods and methodological challenges,INTERNATIONAL JOURNAL OF LIFE CYCLE ASSESSMENT,18,3,567,576,2013,,0,,,10.1007/s11367-012-0512-x,N,4,,,,WOS:000314900600004,0948-3349,,2790,2739,
6959,"Gude, Veera Gnaneswar; Truax, Dennis D.; Magbanua, Benjamin S.",Natural Treatment and Onsite Processes,WATER ENVIRONMENT RESEARCH,85,10,1232,1261,2013,,1,,,10.2175/106143013X13698672322020,N,4,,,,WOS:000327863700010,1061-4303,,2790,2739,
6960,"Guelland, K.; Esperschuetz, J.; Bornhauser, D.; Bernasconi, S. M.; Kretzschmar, R.; Hagedorn, F.",Mineralisation and leaching of C from C-13 labelled plant litter along an initial soil chronosequence of a glacier forefield,SOIL BIOLOGY & BIOCHEMISTRY,57,,237,247,2013,,3,,,10.1016/j.soilbio.2012.07.002,N,3,,,,WOS:000317247100027,0038-0717,,2790,2739,
6961,"Guelland, K.; Hagedorn, F.; Smittenberg, R. H.; Goeransson, H.; Bernasconi, S. M.; Hajdas, I.; Kretzschmar, R.","Evolution of carbon fluxes during initial soil formation along the forefield of Damma glacier, Switzerland",BIOGEOCHEMISTRY,113,1-3,545,561,2013,,6,Y,Y,10.1007/s10533-012-9785-1,N,1,,,,WOS:000317863300033,0168-2563,,2791,2740,
6962,"Guenet, B.; Moyano, F. E.; Vuichard, N.; Kirk, G. J. D.; Bellamy, P. H.; Zaehle, S.; Ciais, P.","Can we model observed soil carbon changes from a dense inventory? A case study over England and Wales using three versions of the ORCHIDEE ecosystem model (AR5, AR5-PRIM and O-CN)",GEOSCIENTIFIC MODEL DEVELOPMENT,6,6,2153,2163,2013,,0,,,10.5194/gmd-6-2153-2013,N,3,,,,WOS:000329050500018,1991-959X,,2791,2740,
6963,"Guenon, Rene; Gros, Raphael",Frequent-wildfires with shortened time-since-fire affect soil microbial functional stability to drying and rewetting events,SOIL BIOLOGY & BIOCHEMISTRY,57,,663,674,2013,,3,,,10.1016/j.soilbio.2012.07.006,N,3,,,,WOS:000317247100075,0038-0717,,2791,2740,
6964,"Guidolotti, Gabriele; Rey, Ana; D'Andrea, Ettore; Matteucci, Giorgio; De Angelis, Paolo",Effect of environmental variables and stand structure on ecosystem respiration components in a Mediterranean beech forest,TREE PHYSIOLOGY,33,9,960,972,2013,,1,Y,Y,10.1093/treephys/tpt065,N,1,,,,WOS:000326194800008,0829-318X,,2792,2741,
6965,"Gul, Shamim; Whalen, Joann",Plant Life History and Residue Chemistry Influences Emissions of CO2 and N2O From Soil Perspectives for Genetically Modified Cell Wall Mutants,CRITICAL REVIEWS IN PLANT SCIENCES,32,5,344,368,2013,,0,,,10.1080/07352689.2013.781455,N,4,,,,WOS:000318154900004,0735-2689,,2792,2741,
6966,"Gul, Shamim; Whalen, Joann K.","Phenology, morphology, aboveground biomass and root-associated soil respiration of Arabidopsis thaliana down-regulated cell wall mutants of MYB75, KNAT7, and CCR1",PEDOBIOLOGIA,56,2,69,77,2013,,0,,,10.1016/j.pedobi.2012.11.001,N,4,,,,WOS:000318835700003,0031-4056,,2792,2741,
6967,"Guntiñas, M. E; Gil-Sotres, F; Leirós, M. C; Trasar-Cepeda, C",Sensitivity of soil respiration to moisture and temperature,Journal of soil science and plant nutrition,,ahead,0,0,2013,,0,,,,N,4,,,,SCIELO:S0718-95162013005000035,0718-9516,,2792,2741,
6968,"Guntinas, M. E.; Gil-Sotres, F.; Leiros, M. C.; Trasar-Cepeda, C.",Sensitivity of soil respiration to moisture and temperature,JOURNAL OF SOIL SCIENCE AND PLANT NUTRITION,13,2,445,461,2013,,0,,,10.4067/S0718-95162013005000035,N,3,,,,WOS:000324859700015,0718-9516,,2792,2741,
6969,"Guo, Ding; Li, Xudong; Li, Xiaodong; Wang, Jing; Fu, Hua","Conventional tillage increases soil microbial biomass and activity in the Loess Plateau, China",ACTA AGRICULTURAE SCANDINAVICA SECTION B-SOIL AND PLANT SCIENCE,63,6,489,496,2013,,0,N,Y,10.1080/09064710.2013.807356,N,2,,,,WOS:000328189400003,0906-4710,,2793,2742,
6970,"Guo, M.; Wang, X. -F.; Li, J.; Yi, K. -P.; Zhong, G. -S.; Wang, H. -M.; Tani, H.",Spatial distribution of greenhouse gas concentrations in arid and semi-arid regions: A case study in East Asia,JOURNAL OF ARID ENVIRONMENTS,91,,119,128,2013,,2,,,10.1016/j.jaridenv.2013.01.001,N,3,,,,WOS:000318056100016,0140-1963,,2793,2742,
6971,"Guo, Qiang; Wang, Wen; Liu, Yang; Wen, Xiaoxia; Liao, Yuncheng",Effects of soil moisture and temperature on soil microbial ecological environment and soil respiration in rainfed wheat field,RESEARCH ON CROPS,14,2,374,381,2013,,1,,Y,,N,2,,,,WOS:000322687200009,0972-3226,,2794,2742,Y
6972,"Guo, Wei; Li, Xiang-Zhong; Liu, Wei-Guo",[Study on the content and carbon isotopic composition of water dissolved inorganic carbon from rivers around Xi'an City].,"Huan jing ke xue= Huanjing kexue / [bian ji, Zhongguo ke xue yuan huan jing ke xue wei yuan hui ""Huan jing ke xue"" bian ji wei yuan hui.]",34,4,1291,7,2013,,0,,,,N,4,,,,MEDLINE:23798105,0250-3301,,2794,2742,
6973,"Guo, Xiaobin; Drury, Craig F.; Reynolds, W. Daniel; Yang, Xueming; Fan, Ruqin",Nitrous Oxide and Carbon Dioxide Emissions from Aerobic and Anaerobic Incubations: Effect of Core Length,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,77,3,817,829,2013,,3,,,10.2136/sssaj2012.0292,N,3,,,,WOS:000322082400014,0361-5995,,2794,2742,
6974,"Haei, Mahsa; Oquist, Mats G.; Kreyling, Juergen; Ilstedt, Ulrik; Laudon, Hjalmar",Winter climate controls soil carbon dynamics during summer in boreal forests,ENVIRONMENTAL RESEARCH LETTERS,8,2,,,2013,,3,N,Y,10.1088/1748-9326/8/2/024017,N,2,,,,WOS:000321425100021,1748-9326,,2795,2743,
6975,"Hagedorn, Frank; Hiltbrunner, David; Streit, Kathrin; Ekblad, Alf; Lindahl, Bjorn; Miltner, Anja; Frey, Beat; Handa, I. Tanya; Haettenschwiler, Stephan",Nine years of CO2 enrichment at the alpine treeline stimulates soil respiration but does not alter soil microbial communities,SOIL BIOLOGY & BIOCHEMISTRY,57,,390,400,2013,,6,Y,Y,10.1016/j.soilbio.2012.10.001,N,1,,,,WOS:000317247100045,0038-0717,,2796,2744,
6976,"Haggerty, Roy",Analytical solution and simplified analysis of coupled parent-daughter steady-state transport with multirate mass transfer,WATER RESOURCES RESEARCH,49,1,635,639,2013,,1,,,10.1029/2012WR012821,N,4,,,,WOS:000317827600047,0043-1397,,2796,2744,
6977,"Hahn, Aria S.; Quideau, Sylvie A.",Shifts in soil microbial community biomass and resource utilization along a Canadian glacier chronosequence,CANADIAN JOURNAL OF SOIL SCIENCE,93,3,305,318,2013,,3,,,10.4141/CJSS2012-133,N,3,,,,WOS:000324791000004,0008-4271,,2796,2744,
6978,"Haling, Rebecca E.; Tighe, Matthew K.; Flavel, Richard J.; Young, Iain M.",Application of X-ray computed tomography to quantify fresh root decomposition in situ,PLANT AND SOIL,372,1-2,619,627,2013,,1,,,10.1007/s11104-013-1777-y,N,3,,,,WOS:000326093300044,0032-079X,,2796,2744,
6979,"Hall, Steven J.; McDowell, William H.; Silver, Whendee L.","When Wet Gets Wetter: Decoupling of Moisture, Redox Biogeochemistry, and Greenhouse Gas Fluxes in a Humid Tropical Forest Soil",ECOSYSTEMS,16,4,576,589,2013,,5,N,Y,10.1007/s10021-012-9631-2,N,2,,,,WOS:000318998500004,1432-9840,,2797,2745,
6980,"Hall, Steven J.; Silver, Whendee L.",Iron oxidation stimulates organic matter decomposition in humid tropical forest soils,GLOBAL CHANGE BIOLOGY,19,9,2804,2813,2013,,10,,,10.1111/gcb.12229,N,3,,,,WOS:000322758000019,1354-1013,,2797,2745,
6981,"Hamdi, Salwa; Moyano, Fernando; Sall, Saidou; Bernoux, Martial; Chevallier, Tiphaine",Synthesis analysis of the temperature sensitivity of soil respiration from laboratory studies in relation to incubation methods and soil conditions,SOIL BIOLOGY & BIOCHEMISTRY,58,,115,126,2013,,13,N,Y,10.1016/j.soilbio.2012.11.012,N,1,,,,WOS:000317158300014,0038-0717,,2798,2746,
6982,"Hamerlynck, Erik P.; Scott, Russell L.; Barron-Gafford, Greg A.",Consequences of Cool-Season Drought-Induced Plant Mortality to Chihuahuan Desert Grassland Ecosystem and Soil Respiration Dynamics,ECOSYSTEMS,16,7,1178,1191,2013,,2,N,Y,10.1007/s10021-013-9675-y,N,2,,,,WOS:000325424500002,1432-9840,,2799,2747,
6983,"Hamerlynck, Erik P.; Scott, Russell L.; Sanchez-Canete, Enrique P.; Barron-Gafford, Greg A.",Nocturnal soil CO2 uptake and its relationship to subsurface soil and ecosystem carbon fluxes in a Chihuahuan Desert shrubland,JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES,118,4,1593,1603,2013,,0,N,Y,10.1002/2013JG002495,N,2,,,,WOS:000329871400021,2169-8953,,2800,2748,
6984,"Han Xiao-Zeng; Li Hai-Bo; Horwath, W. R.",Temporal Variations in Soil CO2 Efflux Under Different Land Use Types in the Black Soil Zone of Northeast China,PEDOSPHERE,23,5,636,650,2013,,1,Y,Y,,N,1,,,,WOS:000324719200008,1002-0160,,2801,2749,
6985,"Han, Guangxuan; Yang, Liqiong; Yu, Junbao; Wang, Guangmei; Mao, Peili; Gao, Yongjun","Environmental Controls on Net Ecosystem CO2 Exchange Over a Reed (Phragmites australis) Wetland in the Yellow River Delta, China",ESTUARIES AND COASTS,36,2,401,413,2013,,3,N,Y,10.1007/s12237-012-9572-1,N,2,,,,WOS:000316015000013,1559-2723,,2802,2750,
6986,"Han, Jiwon; Jung, Jaejoon; Park, Minsuk; Hyun, Seunghun; Park, Woojun",Short-Term Effect of Elevated Temperature on the Abundance and Diversity of Bacterial and Archaeal amoA Genes in Antarctic Soils,JOURNAL OF MICROBIOLOGY AND BIOTECHNOLOGY,23,9,1187,1196,2013,,1,,,10.4014/jmb.1305.05017,N,3,,,,WOS:000330098100001,1017-7825,,2802,2750,
6987,"Han, Simhee;    ; shin, soo-jeong;    ;    ",Optimum Light Intensity and Fertilization Effects on Physiological Activities of Forsythia saxatilis,Journal of Korean Forest Society,102,3,372,381,2013,,0,,,,N,4,,,,KJD:ART001810395,0445-4650,,2802,2750,
6988,"Hangs, Ryan D.; Schoenau, Jeff J.; Lafond, Guy P.",The effect of nitrogen fertilization and no-till duration on soil nitrogen supply power and postspring thaw greenhouse-gas emissions,JOURNAL OF PLANT NUTRITION AND SOIL SCIENCE,176,2,227,237,2013,,0,N,Y,10.1002/jpln.201200242,N,2,,,,WOS:000316916600014,1436-8730,,2803,2751,
6989,"Hanke, A.; Cerli, C.; Muhr, J.; Borken, W.; Kalbitz, K.",Redox control on carbon mineralization and dissolved organic matter along a chronosequence of paddy soils,EUROPEAN JOURNAL OF SOIL SCIENCE,64,4,476,487,2013,,5,,,10.1111/ejss.12042,N,3,,,,WOS:000321894400010,1351-0754,,2803,2751,
6990,"Hao, Yanbin; Kang, Xiaoming; Wu, Xuan; Cui, Xiaoyong; Liu, Wenjun; Zhang, Hui; Li, Yu; Wang, Yanfen; Xu, Zhihong; Zhao, Haitao",Is frequency or amount of precipitation more important in controlling CO2 fluxes in the 30-year-old fenced and the moderately grazed temperate steppe?,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,171,,63,71,2013,,1,N,Y,10.1016/j.agee.2013.03.011,N,2,,,,WOS:000320091500009,0167-8809,,2804,2752,
6991,"Harrison-Kirk, T.; Beare, M. H.; Meenken, E. D.; Condron, L. M.",Soil organic matter and texture affect responses to dry/wet cycles: Effects on carbon dioxide and nitrous oxide emissions,SOIL BIOLOGY & BIOCHEMISTRY,57,,43,55,2013,,11,,,10.1016/j.soilbio.2012.10.008,N,3,,,,WOS:000317247100005,0038-0717,,2804,2752,
6992,"Hartley, Iain P.; Garnett, Mark H.; Sommerkorn, Martin; Hopkins, David W.; Wookey, Philip A.",The age of CO2 released from soils in contrasting ecosystems during the arctic winter,SOIL BIOLOGY & BIOCHEMISTRY,63,,1,4,2013,,0,N,Y,10.1016/j.soilbio.2013.03.011,N,2,,,,WOS:000320639300001,0038-0717,,2805,2753,
6993,"Hartman, Wyatt H.; Richardson, Curtis J.",Differential Nutrient Limitation of Soil Microbial Biomass and Metabolic Quotients (qCO(2)): Is There a Biological Stoichiometry of Soil Microbes?,PLOS ONE,8,3,,,2013,,5,,,10.1371/journal.pone.0057127,N,3,,,,WOS:000317562100005,1932-6203,,2805,2753,
6994,"Hassan, Waseem","C and N mineralization and dissolved organic matter potentials of two contrasting plant residues: effects of residue type, moisture, and temperature",ACTA AGRICULTURAE SCANDINAVICA SECTION B-SOIL AND PLANT SCIENCE,63,7,642,652,2013,,3,,,10.1080/09064710.2013.846398,N,3,,,,WOS:000328317100009,0906-4710,,2805,2753,
6995,He Nianpeng; Wang Ruomeng; Gao Yang; Dai Jingzhong; Wen Xuefa; Yu Guirui,Changes in the temperature sensitivity of SOM decomposition with grassland succession: implications for soil C sequestration,ECOLOGY AND EVOLUTION,3,15,5045,5054,2013,,2,N,Y,10.1002/ece3.881,N,2,,,,WOS:000327961500016,2045-7758,,2806,2754,
6996,"Heckman, Katherine; Welty-Bernard, Amy; Vazquez-Ortega, Angelica; Schwartz, Egbert; Chorover, Jon; Rasmussen, Craig",The influence of goethite and gibbsite on soluble nutrient dynamics and microbial community composition,BIOGEOCHEMISTRY,112,1-3,179,195,2013,,3,,,10.1007/s10533-012-9715-2,N,4,,,,WOS:000316018800014,0168-2563,,2806,2754,
6997,"Hedley, C. B.; Lambie, S. M.; Dando, J. L.","Edaphic and environmental controls of soil respiration and related soil processes under two contrasting manuka and kanuka shrubland stands in North Island, New Zealand",SOIL RESEARCH,51,5,390,405,2013,,1,Y,Y,10.1071/SR12248,N,2,,,,WOS:000324879900003,1838-675X,,2807,2755,Y
6998,"Heinemeyer, Andreas; Gornall, Jemma; Baxter, Robert; Huntley, Brian; Ineson, Phil",Evaluating the carbon balance estimate from an automated ground-level flux chamber system in artificial grass mesocosms,ECOLOGY AND EVOLUTION,3,15,4998,5010,2013,,0,N,Y,10.1002/ece3.879,N,2,,,,WOS:000327961500012,2045-7758,,2808,2756,
6999,"Heinze, Stefanie; Vohland, Michael; Joergensen, Rainer Georg; Ludwig, Bernard",Usefulness of near-infrared spectroscopy for the prediction of chemical and biological soil properties in different long-term experiments,JOURNAL OF PLANT NUTRITION AND SOIL SCIENCE,176,4,520,528,2013,,1,,,10.1002/jpln.201200483,N,3,,,,WOS:000329220900007,1436-8730,,2808,2756,
7000,"Hernandez, Rebecca R.; Allen, Michael F.",Diurnal patterns of productivity of arbuscular mycorrhizal fungi revealed with the Soil Ecosystem Observatory,NEW PHYTOLOGIST,200,2,547,557,2013,,4,,,10.1111/nph.12393,N,3,,,,WOS:000324621600025,1469-8137,,2808,2756,
7001,"Herrmann, Steffen; Bauhus, Juergen","Effects of moisture, temperature and decomposition stage on respirational carbon loss from coarse woody debris (CWD) of important European tree species",SCANDINAVIAN JOURNAL OF FOREST RESEARCH,28,4,346,357,2013,,7,,,10.1080/02827581.2012.747622,N,4,,,,WOS:000318151700005,0282-7581,,2808,2756,
7002,"Heskel, Mary; Greaves, Heather; Kornfeld, Ari; Gough, Laura; Atkin, Owen K.; Turnbull, Matthew H.; Shaver, Gaius; Griffin, Kevin L.",Differential physiological responses to environmental change promote woody shrub expansion,ECOLOGY AND EVOLUTION,3,5,1149,1162,2013,,5,,,10.1002/ece3.525,N,3,,,,WOS:000318802500002,2045-7758,,2808,2756,
7003,"Hicks Pries, Caitlin E; Schuur, Edward A G; Crummer, Kathryn G",Thawing permafrost increases old soil and autotrophic respiration in tundra: partitioning ecosystem respiration using delta(13) C and ∆(14) C.,Global change biology,19,2,649,61,2013,,4,N,Y,10.1111/gcb.12058,N,2,,,,MEDLINE:23504799,1354-1013,,2809,2757,
7004,"Hill, Amber; Rewald, Boris; Rachmilevitch, Shimon",Belowground dynamics in two olive varieties as affected by saline irrigation,SCIENTIA HORTICULTURAE,162,,313,319,2013,,0,N,Y,10.1016/j.scienta.2013.08.032,N,2,,,,WOS:000328431600039,0304-4238,,2810,2758,
7005,"Hill, Geoffrey B.; Baldwin, Susan A.; Vinneras, Bjorn",Evaluation of Solvita compost stability and maturity tests for assessment of quality of end-products from mixed latrine style compost toilets,WASTE MANAGEMENT,33,7,1602,1606,2013,,1,,,10.1016/j.wasman.2013.03.021,N,3,,,,WOS:000321166600005,0956-053X,,2810,2758,
7006,"Hiltbrunner, David; Zimmermann, Stephan; Hagedorn, Frank",Afforestation with Norway spruce on a subalpine pasture alters carbon dynamics but only moderately affects soil carbon storage,BIOGEOCHEMISTRY,115,1-3,251,266,2013,,4,N,Y,10.1007/s10533-013-9832-6,N,2,,,,WOS:000325116700016,0168-2563,,2811,2759,
7007,"Hirata, Ryuichi; Miyata, Akira; Mano, Masayoshi; Shimizu, Mariko; Arita, Takatoshi; Kouda, Yasuyuki; Matsuura, Shoji; Niimi, Mitsuhiro; Saigusa, Toshiya; Mori, Akinori; Hojito, Masayuki; Kawamura, Osamu; Hatano, Ryusuke",Carbon dioxide exchange at four intensively managed grassland sites across different climate zones of Japan and the influence of manure application on ecosystem carbon and greenhouse gas budgets,AGRICULTURAL AND FOREST METEOROLOGY,177,,57,68,2013,,2,N,Y,10.1016/j.agrformet.2013.04.007,N,2,,,,WOS:000321087700006,0168-1923,,2812,2760,
7008,"Hobbie, Erik A.; Ouimette, Andrew P.; Schuur, Edward A. G.; Kierstead, Daniel; Trappe, James M.; Bendiksen, Katriina; Ohenoja, Esteri",Radiocarbon evidence for the mining of organic nitrogen from soil by mycorrhizal fungi,BIOGEOCHEMISTRY,114,1-3,381,389,2013,,3,,,10.1007/s10533-012-9779-z,N,3,,,,WOS:000320718200024,0168-2563,,2812,2760,
7009,"Hodson, Andy; Paterson, Harriet; Westwood, Karen; Cameron, Karen; Laybourn-Parry, Johanna",A blue-ice ecosystem on the margin's of the East Antarctic ice sheet,JOURNAL OF GLACIOLOGY,59,214,255,268,2013,,3,,,10.3189/2013JoG12J052,N,4,,,,WOS:000319716100005,0022-1430,,2812,2760,
